                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.54721,                0.47725,                0.92367,                0.86381,                0.87156,                0.92419,                0.76383,                  0.664,                0.74146,                0.99361,              0.0022682,              0.0022682,              0.0022682
                     96,                0.54776,                0.50503,                0.93396,                0.85917,                0.83955,                0.90825,                0.77566,                0.66264,                0.83145,                0.99987,              0.0022657,              0.0022657,              0.0022657
                     97,                0.51639,                0.47853,                0.90844,                0.87821,                0.87156,                0.92035,                0.79697,                0.63459,                0.74988,                0.94485,              0.0022632,              0.0022632,              0.0022632
                     98,                0.53338,                0.45748,                0.92639,                0.95555,                0.80734,                0.94459,                0.82552,                0.65924,                0.75047,                0.94806,              0.0022607,              0.0022607,              0.0022607
                     99,                0.54973,                0.48353,                0.93509,                 0.8589,                0.90826,                0.92751,                0.79374,                0.60882,                0.58962,                0.90812,              0.0022582,              0.0022582,              0.0022582
                    100,                0.56987,                0.48174,                0.92136,                0.85516,                0.81253,                 0.9181,                0.75993,                0.64082,                0.64503,                0.92892,              0.0022557,              0.0022557,              0.0022557
                    101,                0.52353,                0.46727,                0.91395,                0.94898,                0.79817,                0.93754,                 0.7984,                0.56719,                0.55546,                0.88859,              0.0022532,              0.0022532,              0.0022532
                    102,                0.50323,                0.43064,                0.90886,                0.83261,                0.91266,                0.93501,                0.80458,                0.59713,                0.54813,                0.92908,              0.0022508,              0.0022508,              0.0022508
                    103,                0.48338,                0.40143,                0.90027,                0.81742,                0.82152,                0.89942,                0.75627,                0.64556,                0.82027,                0.93543,              0.0022483,              0.0022483,              0.0022483
                    104,                0.51879,                0.42965,                 0.8954,                0.85919,                0.84404,                0.91204,                0.77449,                0.61187,                 0.6415,                 0.9513,              0.0022458,              0.0022458,              0.0022458
                    105,                0.50887,                0.44823,                0.91567,                0.89597,                0.86916,                 0.9338,                0.79214,                0.65751,                0.71779,                0.94298,              0.0022433,              0.0022433,              0.0022433
                    106,                0.53207,                0.50451,                0.93061,                0.90432,                0.78042,                0.91811,                0.79626,                0.60577,                0.71882,                0.89773,              0.0022408,              0.0022408,              0.0022408
                    107,                0.53257,                0.49103,                0.94048,                0.92726,                0.85321,                0.93744,                0.80155,                0.60797,                0.55337,                 0.9295,              0.0022383,              0.0022383,              0.0022383
                    108,                0.51668,                0.48436,                0.90782,                0.93871,                0.84313,                0.93182,                0.80593,                0.63863,                0.71346,                0.96909,              0.0022358,              0.0022358,              0.0022358
                    109,                0.52211,                0.46032,                0.92492,                0.87108,                0.86784,                0.92545,                0.79152,                0.66306,                0.63218,                  1.013,              0.0022333,              0.0022333,              0.0022333
                    110,                0.49951,                0.45772,                0.91048,                0.90149,                 0.8396,                0.91135,                0.78055,                0.64435,                0.72334,                0.95726,              0.0022308,              0.0022308,              0.0022308
                    111,                0.57509,                0.48686,                0.93156,                0.88133,                0.80734,                0.89739,                0.74679,                0.67923,                0.62422,                0.96944,              0.0022283,              0.0022283,              0.0022283
                    112,                0.54011,                0.51506,                0.93708,                0.89117,                0.90154,                0.93636,                0.79207,                0.59624,                  0.641,                0.94957,              0.0022258,              0.0022258,              0.0022258
                    113,                0.49223,                0.47129,                0.90478,                0.90489,                0.90826,                0.93799,                 0.7942,                0.60883,                0.59258,                0.93465,              0.0022233,              0.0022233,              0.0022233
                    114,                0.48572,                 0.4595,                0.90769,                0.93843,                0.88991,                0.94787,                0.82383,                 0.6228,                0.69898,                0.93442,              0.0022208,              0.0022208,              0.0022208
                    115,                0.49261,                 0.4522,                0.91362,                0.88819,                0.91743,                0.96591,                0.82078,                0.59523,                0.51114,                0.94195,              0.0022183,              0.0022183,              0.0022183
                    116,                0.53417,                0.47381,                0.93607,                0.89297,                0.91856,                0.95186,                0.80642,                0.63442,                 0.7183,                0.92293,              0.0022159,              0.0022159,              0.0022159
                    117,                0.50198,                 0.4394,                0.90652,                0.89154,                0.85321,                0.92967,                0.78119,                 0.6183,                0.65537,                0.93576,              0.0022134,              0.0022134,              0.0022134
                    118,                0.51811,                0.43584,                0.91628,                0.91192,                0.85489,                0.94225,                 0.7893,                0.58531,                 0.6823,                0.93927,              0.0022109,              0.0022109,              0.0022109
                    119,                0.47878,                0.44657,                 0.8915,                0.87097,                0.84404,                0.92996,                0.78298,                 0.5801,                 0.6884,                0.95935,              0.0022084,              0.0022084,              0.0022084
                    120,                0.52424,                0.43006,                0.90129,                0.91242,                0.88073,                0.93342,                0.78782,                0.62673,                0.57945,                0.94192,              0.0022059,              0.0022059,              0.0022059
                    121,                0.48366,                0.40908,                0.89171,                0.94775,                0.88073,                0.94767,                0.80648,                0.64967,                0.66848,                0.93429,              0.0022034,              0.0022034,              0.0022034
                    122,                0.55295,                0.50549,                0.93903,                0.91076,                0.82569,                0.92528,                0.79446,                0.63438,                0.57754,                0.97128,              0.0022009,              0.0022009,              0.0022009
                    123,                0.48068,                0.40496,                0.88813,                0.91025,                0.83741,                0.93724,                0.82049,                0.56694,                0.53996,                0.90595,              0.0021984,              0.0021984,              0.0021984
                    124,                0.53785,                0.43142,                0.93136,                0.88761,                0.86949,                0.92967,                0.79637,                0.59438,                0.57016,                0.92705,              0.0021959,              0.0021959,              0.0021959
                    125,                0.49904,                 0.4164,                0.90854,                0.91485,                0.88713,                0.95161,                0.80639,                0.62169,                0.59907,                0.92851,              0.0021934,              0.0021934,              0.0021934
                    126,                 0.4977,                0.43658,                0.91754,                0.87533,                0.90185,                0.93387,                 0.7732,                0.59739,                0.62069,                0.90392,              0.0021909,              0.0021909,              0.0021909
                    127,                0.49673,                0.44934,                0.90695,                0.87252,                0.87913,                0.93228,                0.80867,                0.56918,                0.60388,                0.87869,              0.0021884,              0.0021884,              0.0021884
                    128,                0.47566,                0.41264,                0.88213,                0.88876,                0.90826,                0.93165,                0.80365,                0.59184,                 0.6463,                0.90897,              0.0021859,              0.0021859,              0.0021859
                    129,                 0.5026,                0.44151,                0.92341,                0.90793,                0.90473,                0.94054,                0.80393,                0.57878,                 0.6447,                0.89779,              0.0021835,              0.0021835,              0.0021835
                    130,                0.49783,                0.43801,                 0.9251,                0.85668,                0.87742,                0.92902,                0.78335,                0.62739,                0.69891,                0.92229,               0.002181,               0.002181,               0.002181
                    131,                0.46952,                0.41067,                0.88645,                0.86353,                0.79817,                0.89897,                0.73638,                0.64521,                0.75566,                0.94134,              0.0021785,              0.0021785,              0.0021785
                    132,                0.48321,                0.41559,                0.90272,                0.85951,                0.87156,                 0.9116,                0.79029,                0.58757,                0.67504,                0.95206,               0.002176,               0.002176,               0.002176
                    133,                 0.5246,                0.43804,                0.93928,                0.80319,                0.89908,                0.90577,                0.75177,                0.70047,                  0.688,                0.99863,              0.0021735,              0.0021735,              0.0021735
